index,brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty,Category
797,10,HP Pavilion 15-eg3027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),755.33,66,2,2,12,16,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
798,6,DELL Inspiron 3530 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),430.0,52,2,1,8,8,8,SSD,256,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
800,6,Dell G15-5530 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),1099.9,73,2,3,14,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
801,6,Dell G15-5530 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),1299.9,75,2,3,14,20,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
802,6,Dell G15-5530 GN553064GRM002ORB1 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 6GB Graph),814.02,69,2,2,10,16,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,2
803,0,Acer Aspire Vero AV14-52P NX.KJTSI.002 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),499.9,50,2,1,6,8,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
804,0,Acer Aspire Vero AV14-52P NX.KJSSI.002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),582.69,59,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
805,0,Acer Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),564.9,52,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
806,0,Acer Aspire 5 A515-58M NX.KHFSI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),559.0,50,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
807,10,HP Pavilion x360 14-ek1020TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11),920.7,71,2,3,10,12,16,SSD,512,No secondary storage,0,3,2,True,14.0,1920,1080,6,1,2
808,2,Asus Vivobook 15X 2023 K3504VAB-NJ321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),399.9,54,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
810,2,Asus TUF A15 FA577RM-HQ032WS Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1047.49,71,0,11,8,16,16,SSD,1024,No secondary storage,0,4,1,False,15.6,2560,1440,6,1,1
811,2,Asus TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1268.9,73,2,3,14,20,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
813,2,Asus TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1319.9,84,0,12,8,16,16,SSD,1024,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
814,2,Asus TUF Gaming F15 2023 FX507VU-LP091WS Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1338.9,75,2,3,14,20,16,SSD,1024,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
815,2,Asus TUF Gaming A15 2023 FA577XV-HQ036WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1549.9,83,0,12,8,16,16,SSD,1024,No secondary storage,0,4,1,False,15.6,2560,1440,6,1,1
816,14,Lenovo IdeaPad Slim 5 82FG01B3IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),529.0,67,2,2,4,8,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
817,2,Asus ROG Strix G16 2023 G614JU-N3221WS Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),1444.06,73,2,2,10,16,16,SSD,1024,No secondary storage,0,4,1,False,16.0,1920,1200,6,1,1
818,2,Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),949.9,77,0,11,8,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
820,2,Asus ROG Zephyrus G14 2023 GA402NU-N2023WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),1499.9,76,0,11,8,16,16,SSD,1024,No secondary storage,0,4,1,False,14.0,2560,1600,6,1,1
821,2,Asus TUF Gaming A17 FA777XU-HX026WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1349.9,80,0,12,8,16,16,SSD,1024,No secondary storage,0,4,1,False,17.3,1920,1080,6,1,1
822,2,Asus Vivobook 15X OLED M3504YA-LK541WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),603.79,67,0,10,6,12,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
823,14,Lenovo IdeaPad 3 15IAU7 82RK00LWIN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),527.94,58,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
825,2,Asus TUF Gaming F15 2023 FX507VV-LP071WS Gaming Laptop (13th Gen Core i9/ 16GB/1TB SSD/ Win11 Home/ 8GB Graph),1549.9,82,2,4,14,20,16,SSD,1024,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
826,2,Asus Vivobook S15 2022 K3502ZA-KJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),699.9,66,2,2,12,16,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
827,2,Asus Vivobook 16X 2023 K3605ZC-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),849.5,72,2,2,8,12,16,SSD,512,No secondary storage,0,4,1,False,16.0,1920,1200,6,1,1
828,10,HP Victus 15-fa0092TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),699.9,65,2,2,8,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
829,0,Acer Predator Helios 16 PH16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),1434.0,70,2,3,16,24,16,SSD,512,No secondary storage,0,4,1,False,16.0,2560,1600,6,1,1
830,2,Asus Vivobook Pro 15 OLED K6502VU-MA541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1134.01,75,2,2,12,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,2880,1620,6,1,1
833,10,HP 15-hr0000TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),674.0,57,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
834,10,HP 15-hr0001TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),649.9,59,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
835,17,MSI Thin GF63 12UCX-269IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),769.9,69,2,2,8,12,16,HDD,1024,SSD,256,4,1,False,15.6,1920,1080,6,,1
836,17,MSI Katana 15 B12UDXK-1006IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),729.9,71,2,2,8,12,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,2
837,0,Acer Swift Go 14 SFG14-41 NX.KG3SI.003 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),589.9,62,0,10,6,12,16,SSD,512,No secondary storage,0,0,2,False,14.0,1920,1080,6,1,1
838,10,HP 15s-eq1580AU Laptop (AMD Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11 Home),329.9,58,0,9,2,4,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,3
839,10,HP 15-fd0021TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),614.9,57,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
840,2,Asus Vivobook S15 OLED 2023 S5504VA-MA741WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1059.9,66,2,3,14,20,16,SSD,512,No secondary storage,0,3,2,False,15.6,2880,1620,6,1,2
841,17,MSI Thin GF63 12VE-267IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11/6GB Graphics),869.9,73,2,2,8,12,16,HDD,1024,SSD,256,4,1,False,15.6,1920,1080,6,,1
842,2,Asus Vivobook 16X 2023 K3605VC-MB951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),1114.39,76,2,4,14,20,16,SSD,1024,No secondary storage,0,4,1,False,16.0,1920,1200,6,1,1
844,2,Asus Vivobook 14X 2023 K3405VF-LY541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),766.19,66,2,2,12,16,16,SSD,512,No secondary storage,0,4,1,False,14.0,1920,1200,6,1,1
845,0,Acer Predator Helios Neo 16 PHN16-71 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),1429.99,78,2,3,16,24,16,SSD,1024,No secondary storage,0,4,1,False,16.0,2560,1600,6,1,1
846,2,Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),939.99,70,2,2,12,16,16,SSD,512,No secondary storage,0,4,1,False,14.0,2880,1800,6,1,1
849,10,HP ProBook 440 G9 6J8T1PA Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1180.0,75,2,3,10,12,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,2
850,10,HP 15-fd0024TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11 Home),795.9,66,2,3,12,16,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
851,17,MSI GF63 Thin 11SC-1298IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),639.9,71,2,3,8,16,16,HDD,1024,SSD,256,4,1,False,15.6,1920,1080,6,,1
852,2,Asus VivoBook 15 X515EA-EJ342WS Laptop (11th Gen Core i3/ 16GB/ 512GB SSD/ Win11),359.9,56,2,1,2,4,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
853,10,HP 15s-fy5002TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),529.9,57,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
854,14,Lenovo IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop (AMD Ryzen 7-5800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),631.9,67,0,11,8,16,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,2
855,14,Lenovo Ideapad Gaming 3 15ACH6 82K20145IN Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),810.0,71,0,11,8,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
856,0,Acer One 14 Z8-415 Laptop (11th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),399.9,58,2,2,4,8,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
858,10,HP 15s-fy5003TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),401.0,54,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
860,0,Acer One 11 Z8-284 UN.013SI.014 Laptop ( Intel Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),368.0,47,2,0,2,2,8,SSD,256,No secondary storage,0,3,2,False,11.6,1366,768,6,1,3
861,10,HP 15-fc0030AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),464.9,54,0,10,4,8,16,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,1
862,0,Acer 16 Predator Neo NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1049.99,65,2,2,14,20,16,SSD,512,No secondary storage,0,4,1,False,16.0,2560,1600,6,1,1
863,10,HP 15-fd0018TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),476.5,51,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
864,0,Acer Predator Helios Neo 16 NH.QLTSI.002 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1149.9,66,2,3,16,24,16,SSD,512,No secondary storage,0,4,1,False,16.0,2560,1600,6,1,1
865,10,HP 15-fd0006TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),469.9,51,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
866,10,HP 15-fd0011TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),604.9,54,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
867,10,HP Victus 15-fb0122AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),499.9,67,0,10,6,12,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,3
868,10,HP 15-fd0012TU Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home),655.9,56,2,2,10,12,8,SSD,1024,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
869,19,Realme Book Prime CloudPro002 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),429.9,62,2,2,4,8,8,SSD,512,No secondary storage,0,3,2,False,14.0,2160,1440,6,1,3
870,10,HP ProBook 440 G8 5D6U3PA Notebook PC (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),710.0,67,2,2,4,8,8,SSD,512,No secondary storage,0,3,2,False,14.0,1366,768,6,1,2
871,2,Asus VivoBook 15 X515MA-BR024WS Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),309.27,45,2,0,2,2,8,SSD,512,No secondary storage,0,3,2,False,15.6,1366,768,6,1,3
872,6,Dell Vostro 15 3510 2023 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),479.9,63,2,2,4,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
873,2,Asus Vivobook 15 2023 X1504VA-NJ321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),462.88,56,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
874,2,Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1249.9,78,2,2,12,16,16,SSD,512,No secondary storage,0,4,1,False,16.0,3200,2000,6,1,1
875,6,Dell Vostro 3420 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),519.9,63,2,2,4,8,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
876,2,Asus Vivobook Go 15 OLED 2023 E1504FA-LK545WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),589.9,60,0,10,4,8,16,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,1
877,6,Dell Vostro 3425 Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11 Home),384.9,59,0,10,6,12,8,SSD,512,No secondary storage,0,0,2,False,14.0,1920,1080,6,1,3
878,0,Acer Aspire 5 A515-56G Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 2GB Graph),449.94,64,2,2,4,8,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,3
879,0,Acer Nitro 5 AN515-46 Gaming Laptop (Ryzen 5 6600H/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),889.9,65,0,10,6,12,16,SSD,1024,No secondary storage,0,4,1,False,15.6,2560,1440,6,1,1
880,17,MSI Thin GF63 12VF-268IN Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11/ 8GB Graph),969.9,77,2,2,8,12,16,HDD,1024,SSD,256,4,1,False,15.6,1920,1080,6,,1
881,2,Asus VivoBook 14 X1400EA-EK322WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),319.9,59,2,1,2,4,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
882,2,Asus Zenbook 14 Flip OLED 2023 UP3404VA-KN742WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),1320.0,73,2,3,12,16,16,SSD,512,No secondary storage,0,3,2,True,14.0,2880,1800,6,1,2
883,2,Asus Zenbook 14 OLED 2023 UX3402VA-KN741WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),1159.9,73,2,3,12,16,16,SSD,512,No secondary storage,0,3,2,False,14.0,2880,1800,6,1,2
884,2,Asus Vivobook 14X OLED 2023 K3405VFB-KM541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),899.9,70,2,2,12,16,16,SSD,512,No secondary storage,0,4,1,False,14.0,2880,1800,6,1,1
885,10,HP Victus 15-fa1066TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1099.9,71,2,3,14,20,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
886,17,MSI Summit E13 Flip Evo A11MT-213IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10),819.9,65,2,3,4,8,16,SSD,512,No secondary storage,0,3,2,True,13.4,1920,1200,6,2,2
887,10,HP Pavilion 15-eg2017TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),525.9,60,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
888,2,Asus Zenbook 14 OLED 2023 UX3402VA-KN541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),912.4,75,2,2,12,16,16,SSD,512,No secondary storage,0,3,2,True,14.0,2880,1800,6,1,2
889,2,Asus Vivobook 16 2023 X1605VAB-MB544WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),629.9,59,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,False,16.0,1920,1200,6,1,2
890,17,MSI Summit E13 Flip Evo A11MT-214IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10),699.9,70,2,2,4,8,16,SSD,512,No secondary storage,0,3,2,True,13.4,1920,1200,6,2,2
891,10,HP Victus 16-d0333TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),645.0,75,2,2,6,12,16,SSD,512,No secondary storage,0,4,1,False,16.1,1920,1080,6,1,1
892,2,Asus Vivobook Flip 14 2023 TP3402VAB-LZ542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),719.38,64,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,True,14.0,1920,1200,6,1,2
893,10,HP Victus 15-fb0121AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),519.9,67,0,10,6,12,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,3
894,10,HP 15s-fq2738TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),339.89,56,2,1,2,4,8,SSD,512,No secondary storage,0,3,2,False,15.6,1366,768,6,1,3
895,2,Asus Vivobook 15 X1502ZA-EJ953WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),397.9,52,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
896,10,HP Omen 16-n0123AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),1199.9,77,0,11,8,16,16,SSD,1024,No secondary storage,0,4,1,False,16.1,2560,1440,6,1,1
898,2,Asus Vivobook Go 14 E1404GA-NK322WS Laptop (Intel Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),389.8,48,2,1,8,8,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
899,2,Asus Vivobook 15 2023 X1504VA-NJ523WS Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),559.9,59,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
900,17,MSI Thin GF63 12UCX-265IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),651.9,65,2,2,8,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,1
901,17,MSI GF63 Thin 11UC-1295IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),729.9,71,2,2,6,12,16,HDD,1024,SSD,256,4,1,False,15.6,1920,1080,6,,1
902,0,Acer Nitro 5 AN515-47 2023 Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),689.9,73,0,10,6,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
904,0,Acer Nitro 5 AN515-47 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),778.9,72,0,11,8,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
906,14,Lenovo ThinkPad P14s 21AKS02800 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 4GB Graphics),1232.71,78,2,3,12,16,16,SSD,512,No secondary storage,0,4,1,False,14.0,1920,1080,6,3,1
907,2,Asus Vivobook 15X OLED 2023 K3504VA-LK552WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),709.9,63,2,2,12,16,16,SSD,1024,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
910,17,MSI GF63 Thin 11UC-1297IN Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),699.9,70,2,2,6,12,8,HDD,1024,SSD,256,4,1,False,15.6,1920,1080,6,,2
911,2,Asus Vivobook 15X 2023 K3504VAB-NJ541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),625.0,56,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
912,2,Asus Vivobook 16 2023 X1605VA-MB541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),688.0,62,2,2,12,16,16,SSD,512,No secondary storage,0,3,2,False,16.0,1920,1200,6,1,2
913,10,HP Spectre x360 2023 13.5-ef2034TU Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home),1438.24,75,2,3,10,12,32,SSD,1024,No secondary storage,0,3,2,True,13.5,3000,2000,6,1,2
914,2,Asus Vivobook S15 OLED 2023 K5504VA-LK542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),859.9,60,2,2,12,16,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
915,2,Asus VivoBook 14 2023 X1404VA-NK321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),459.9,57,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
916,2,Asus VivoBook 14 2023 X1404VA-NK522WS Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),599.9,56,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,2
917,2,Asus Zenbook 14 Flip OLED 2023 UP3404VA-KN542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),1049.9,71,2,2,12,16,16,SSD,512,No secondary storage,0,3,2,True,14.0,2880,1800,6,1,2
918,2,Asus Vivobook 15X OLED 2023 K3504VA-LK542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),683.9,64,2,2,12,16,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
919,2,Asus Zenbook S13 OLED 2023 UX5304VA-NQ542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),979.9,64,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,False,13.3,2880,1800,6,1,2
920,2,Asus Zenbook 14 OLED 2023 UX3402VA-KM541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),929.9,70,2,2,12,16,16,SSD,512,No secondary storage,0,3,2,False,14.0,2880,1800,6,1,2
921,2,Asus Vivobook 15 2023 X1502VA-NJ541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),649.9,62,2,2,12,16,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
922,2,Asus Vivobook 15 OLED 2023 X1505VA-LK542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),749.9,60,2,2,12,16,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
923,2,Asus Vivobook Go 15 OLED 2023 E1504GA-LK322WS Laptop (Intel Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),439.9,53,2,1,8,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
924,6,Dell Inspiron 3525 D560771WIN9S Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11),449.9,62,0,10,6,12,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,3
925,2,Asus VivoBook 14 2023 X1404VA-NK541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),639.9,58,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,2
926,2,Asus Vivobook Go 15 2023 E1504GA-NJ322WS Laptop (Intel Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),392.42,51,2,1,8,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
